State,City,Airport,LocID,"Ownership","Svc Lvl","Hub","Role","Enplaned","Based Aircraft","Development Estimate 2025-2029"
Missouri,Branson West,Branson West Municipal - Emerson Field,FWB,PU,GA,,Local,0,34,"1,370,000"
Missouri,Brookfield,North Central Missouri Regional,MO8,PU,GA,,Basic,0,10,"1,560,000"
Missouri,Butler,Butler Memorial,BUM,PU,GA,,Local,0,20,"2,484,000"
Missouri,Cabool,Cabool Memorial,TVB,PU,GA,,Basic,0,12,"1,531,667"
Missouri,Camdenton,Camdenton Memorial-Lake Regional,OZS,PU,GA,,Local,2,32,"1,720,000"
Missouri,Cameron,Cameron Memorial,EZZ,PU,GA,,Local,0,25,"1,920,000"
Missouri,Cape Girardeau,Cape Girardeau Regional,CGI,PU,CS,,Regional,"7,563",77,"32,686,213"
Missouri,Caruthersville,Caruthersville Memorial,M05,PU,GA,,Basic,0,13,"1,202,778"
Missouri,Cassville,Cassville Municipal,94K,PU,GA,,Basic,0,12,"5,756,700"
Missouri,Chesterfield,Spirit of St. Louis,SUS,PU,R,,National,"1,329",293,"24,210,556"
Missouri,Chillicothe,Chillicothe Municipal,CHT,PU,GA,,Local,0,21,"4,726,667"
Missouri,Clinton,Clinton Regional,GLY,PU,GA,,Local,0,30,"4,621,667"
Missouri,Columbia,Columbia Regional,COU,PU,P,N,,"97,779",45,"19,620,270"
Missouri,Cuba,Cuba Municipal,UBX,PU,GA,,Local,0,23,"2,100,000"
Missouri,Dexter,Dexter Municipal,DXE,PU,GA,,Local,0,21,"1,020,000"
Missouri,Eldon,Eldon Model Airpark,H79,PU,GA,,Local,0,16,"2,530,000"
Missouri,Farmington,Farmington Regional,FAM,PU,GA,,Regional,0,35,"2,400,000"
Missouri,Fort Leonard Wood (U.S. Army),Waynesville-St Robert Regional Forney Field,TBN,MR,P,N,,"11,853",12,"4,531,579"
Missouri,Fredericktown,A Paul Vance Fredericktown Regional,H88,PU,GA,,Local,0,20,"2,032,387"
Missouri,Fulton,Elton Hensley Memorial,FTT,PU,GA,,Local,0,52,"2,132,000"
Missouri,Hannibal,Hannibal Regional,HAE,PU,GA,,Local,38,16,"6,675,000"
Missouri,Harrisonville,Lawrence Smith Memorial,LRY,PU,GA,,Local,0,37,"1,775,189"
Missouri,Higginsville,Higginsville Industrial Municipal,HIG,PU,GA,,Local,0,17,"5,650,000"
Missouri,Houston,Houston Memorial,M48,PU,GA,,Basic,0,10,"2,050,000"
Missouri,Jefferson City,Jefferson City Memorial,JEF,PU,GA,,National,50,77,"5,095,000"
Missouri,Joplin,Joplin Regional,JLN,PU,P,N,,"14,420",128,"21,020,000"
Missouri,Kaiser,Lee C Fine Memorial,AIZ,PU,GA,,Basic,29,7,"8,921,111"
Missouri,Kansas City,Kansas City International,MCI,PU,P,M,,"5,654,068",2,"227,147,166"
Missouri,Kansas City,Charles B Wheeler Downtown,MKC,PU,R,,National,"4,779",186,"20,000,000"
Missouri,Kennett,Kennett Memorial,TKX,PU,GA,,Local,0,28,"2,536,444"
Missouri,Kirksville,Kirksville Regional,IRK,PU,CS,,Regional,"4,281",17,"1,700,000"
Missouri,Lamar,Lamar Municipal,LLU,PU,GA,,Local,0,20,"3,400,000"
Missouri,Lebanon,Floyd W Jones Lebanon,LBO,PU,GA,,Regional,0,38,"2,463,300"
Missouri,Lee's Summit,Lee's Summit Municipal,LXT,PU,R,,Regional,3,143,"11,050,000"
Missouri,Linn,State Technical College of Missouri,1H3,PU,GA,,Local,0,16,"1,140,000"
Missouri,Macon,Macon-Fower Memorial,K89,PU,GA,,Basic,0,14,"2,142,000"
Missouri,Malden,Malden Regional,MAW,PU,GA,,Local,0,18,"5,430,000"
Missouri,Marshall,Marshall Memorial Municipal,MHL,PU,GA,,Local,0,20,"2,245,000"
Missouri,Maryville,Northwest Missouri Regional,EVU,PU,GA,,Local,0,23,"6,515,555"
Missouri,Memphis,Memphis Memorial,03D,PU,GA,,Basic,0,9,"3,702,000"
Missouri,Mexico,Mexico Memorial,MYJ,PU,GA,,Local,0,27,"4,590,111"
Missouri,Moberly,Omar N Bradley,MBY,PU,GA,,Local,0,33,"2,915,200"
Missouri,Monett,Monett Regional,HFJ,PU,GA,,Local,0,30,"2,040,000"
Missouri,Monticello,Lewis County Regional,6M6,PU,GA,,Basic,0,10,0
Missouri,Mosby,Midwest Ntl Air Center,GPH,PU,GA,,Regional,0,74,"4,220,000"
Missouri,Mountain Grove,Mountain Grove Memorial,1MO,PU,GA,,Basic,0,13,"1,010,000"
Missouri,Mountain View,Mountain View,MNF,PU,GA,,Basic,0,14,"5,450,000"
Missouri,Neosho,Neosho Hugh Robinson,EOS,PU,GA,,Local,0,25,"3,660,000"
Missouri,Nevada,Nevada Municipal,NVD,PU,GA,,Local,0,18,"2,960,000"
Missouri,New Madrid,County Memorial,EIW,PU,GA,,Unclassified,0,6,0
Missouri,Osage Beach,Grand Glaize-Osage Beach,K15,PU,GA,,Basic,2,12,"2,550,000"
Missouri,Perryville,Perryville Regional,PCD,PU,GA,,Local,0,15,"4,210,000"
Missouri,Piedmont,Piedmont Municipal,PYN,PU,GA,,Basic,0,7,"1,660,000"
Missouri,Poplar Bluff,Poplar Bluff Regional Business,POF,PU,GA,,Local,0,34,"3,117,000"
Missouri,Potosi,Washington County,8WC,PU,GA,,Basic,0,10,"8,050,000"
Missouri,Salem,Salem Memorial,K33,PU,GA,,Basic,0,9,"2,850,750"
Missouri,Sedalia,Sedalia Regional,DMO,PU,GA,,Local,2,21,"2,774,333"
Missouri,Sikeston,Sikeston Memorial Municipal,SIK,PU,GA,,Regional,8,20,"3,410,000"
Missouri,Springfield,Springfield-Branson Ntl,SGF,PU,P,S,,"632,699",115,"81,697,222"
Missouri,St. Charles,St Charles County Regional/Smartt Field,SET,PU,R,,Regional,0,119,"1,190,000"
Missouri,St. Joseph,Rosecrans Memorial,STJ,PU,GA,,Regional,0,50,"11,540,220"
Missouri,St. Louis,Creve Coeur,1H0,PR,R,,Regional,0,139,"6,880,000"
Missouri,St. Louis,St Louis Lambert International,STL,PU,P,M,,"7,307,544",23,"1,639,905,443"
Missouri,Sullivan,Sullivan Regional,UUV,PU,GA,,Local,0,39,"3,730,000"
Missouri,Tarkio,Gould Peterson Municipal,K57,PU,GA,,Local,0,17,"1,930,000"
Missouri,Trenton,Trenton Municipal,TRX,PU,GA,,Basic,0,13,"10,160,000"
Missouri,Vichy,Rolla Ntl,VIH,PU,GA,,Local,9,65,"7,768,729"
Missouri,Warrensburg,Skyhaven,RCM,PU,GA,,Local,0,55,"7,030,000"
Missouri,Warsaw,Warsaw Municipal,RAW,PU,GA,,Local,1,20,"4,110,000"
Missouri,Washington,Washington Regional,FYG,PU,GA,,Local,0,33,"6,083,333"
Missouri,West Plains,West Plains Regional,UNO,PU,GA,,Local,0,25,"5,870,000"
Montana,Anaconda,Bowman Field,3U3,PU,GA,,Basic,2,14,"2,001,112"
Montana,Baker,Baker Municipal,BHK,PU,GA,,Local,0,31,"2,765,389"
Montana,Big Sandy,Big Sandy,3U8,PU,GA,,Local,0,15,"2,486,666"
Montana,Big Timber,Big Timber at Howard Field,6S0,PU,GA,,Local,0,18,"1,468,889"
Montana,Billings,Billings Logan International,BIL,PU,P,N,,"428,868",197,"43,180,266"
Montana,Bozeman,Bozeman Yellowstone International,BZN,PU,P,S,,"1,230,046",394,"63,855,342"
Montana,Broadus,Broadus,00F,PU,GA,,Basic,0,0,"1,021,333"
Montana,Butte,Bert Mooney,BTM,PU,P,N,,"16,027",42,"14,621,434"
Montana,Chester,Liberty County,LTY,PU,GA,,Basic,0,11,"7,349,066"
Montana,Chinook,Edgar G Obie,S71,PU,GA,,Basic,0,12,"1,993,225"
Montana,Choteau,Choteau,CII,PU,GA,,Local,0,22,"3,013,888"
Montana,Circle,Circle Town County,4U6,PU,GA,,Basic,0,2,"1,441,677"
Montana,Colstrip,Colstrip,M46,PU,GA,,Basic,0,10,"1,203,333"
Montana,Columbus,Woltermann Memorial,6S3,PU,GA,,Local,0,28,"1,708,377"
Montana,Conrad,Conrad,S01,PU,GA,,Basic,0,14,"2,986,466"
Montana,Culbertson,Big Sky Field,S85,PU,GA,,Basic,0,8,"1,743,223"
Montana,Cut Bank,Cut Bank International,CTB,PU,GA,,Local,0,18,"3,333,333"
Montana,Deer Lodge,Deer Lodge-City-County,38S,PU,GA,,Local,1,19,"12,292,422"
Montana,Dillon,Dillon,DLN,PU,GA,,Local,1,18,"4,527,777"
Montana,Ekalaka,Ekalaka,97M,PU,GA,,Basic,0,5,"1,144,000"
Montana,Ennis,Ennis Big Sky,EKS,PU,GA,,Local,20,37,"15,051,222"
Montana,Eureka,Eureka,88M,PU,GA,,Local,0,16,"3,858,889"
Montana,Forsyth,Tillitt Field,1S3,PU,GA,,Local,0,20,"5,924,444"
Montana,Fort Benton,Fort Benton,79S,PU,GA,,Local,0,31,"6,405,554"
Montana,Gardiner,Gardiner,29S,PU,GA,,Basic,0,1,0
Montana,Geraldine,Geraldine,5U8,PU,GA,,Basic,0,9,"3,194,444"
Montana,Glasgow,Wokal Field/Glasgow-Valley County,GGW,PU,CS,,Local,"2,892",43,"5,060,455"
Montana,Glendive,Dawson Community,GDV,PU,GA,,Local,"2,177",20,"4,578,000"
Montana,Great Falls,Great Falls International,GTF,PU,P,N,,"177,290",76,"31,944,443"
Montana,Hamilton,Ravalli County,HRF,PU,GA,,Local,28,92,"10,181,316"
Montana,Hardin,Big Horn County,00U,PU,GA,,Basic,0,12,"3,500,000"
Montana,Harlem,Harlem,48S,PU,GA,,Basic,0,1,"1,027,778"
Montana,Harlowton,Wheatland County at Harlowton,HWQ,PU,GA,,Basic,6,14,"2,718,666"
Montana,Havre,Havre City-County,HVR,PU,CS,,Local,"2,964",26,"2,287,409"
Montana,Helena,Helena Regional,HLN,PU,P,N,,"88,319",233,"41,845,380"
Montana,Jordan,Jordan,JDN,PU,GA,,Basic,0,9,"4,754,874"
Montana,Kalispell,Glacier Park International,GPI,PU,P,N,,"456,284",159,"68,429,296"
Montana,Kalispell,Kalispell City,S27,PU,GA,,Local,0,29,0
Montana,Laurel,Laurel Municipal,6S8,PU,GA,,Local,0,102,"3,788,889"
Montana,Lewistown,Lewistown Municipal,LWT,PU,GA,,Local,1,61,"5,827,778"
Montana,Libby,Libby,S59,PU,GA,,Basic,0,11,"2,000,000"
Montana,Lincoln,Lincoln,S69,PU,GA,,Basic,0,13,"3,245,000"
Montana,Livingston,Mission Field,LVM,PU,GA,,Basic,3,10,"3,999,583"
Montana,Malta,Malta,M75,PU,GA,,Basic,0,13,"3,773,333"
Montana,Miles City,Frank Wiley Field,MLS,PU,GA,,Local,0,20,"6,248,739"
Montana,Missoula,Missoula Montana,MSO,PU,P,N,,"458,416",174,"51,863,695"
Montana,Philipsburg,Riddick Field,U05,PU,GA,,Basic,0,14,"7,066,667"
Montana,Plains,Plains,S34,PU,GA,,Local,0,16,"2,266,988"
Montana,Plentywood,Sher-Wood,PWD,PU,GA,,Local,0,15,"3,358,890"
Montana,Polson,Polson,8S1,PU,GA,,Local,0,41,"7,050,000"
Montana,Poplar,Poplar Municipal,PO1,PU,GA,,Basic,0,10,"1,704,445"
Montana,Red Lodge,Red Lodge,RED,PU,GA,,Local,5,26,"1,718,889"
Montana,Ronan,Ronan,7S0,PU,GA,,Local,2,37,"4,184,442"
Montana,Roundup,Roundup,RPX,PU,GA,,Local,0,17,"2,411,111"
Montana,Scobey,Scobey,9S2,PU,GA,,Basic,0,11,"3,027,777"
Montana,Shelby,Shelby,SBX,PU,GA,,Local,0,22,"8,905,557"
Montana,Sidney,Sidney-Richland Regional,SDY,PU,CS,,Local,"8,020",28,"11,273,182"
Montana,Stanford,Stanford/Biggerstaff Field,S64,PU,GA,,Basic,0,8,"3,111,969"
Montana,Stevensville,Stevensville,32S,PU,GA,,Local,0,41,"4,055,389"
Montana,Superior,Mineral County,9S4,PU,GA,,Basic,0,13,"1,770,000"
Montana,Terry,Terry,8U6,PU,GA,,Basic,0,2,"1,303,334"
Montana,Thompson Falls,Thompson Falls,THM,PU,GA,,Basic,0,13,"2,787,557"
Montana,Three Forks,Three Forks,9S5,PU,GA,,Local,0,28,"1,838,293"
Montana,Townsend,Townsend,8U8,PU,GA,,Local,0,21,"2,833,333"
Montana,Turner,Turner,9U0,PU,GA,,Basic,0,16,"2,527,776"
Montana,Twin Bridges,Ruby Valley Field,RVF,PU,GA,,Basic,2,14,"3,556,666"
Montana,Valier,Valier,7S7,PU,GA,,Unclassified,0,0,0
Montana,West Yellowstone,Yellowstone,WYS,PU,CS,,Regional,"8,750",4,"19,115,527"
Montana,White Sulphur Springs,White Sulphur Springs,7S6,PU,GA,,Basic,0,9,"3,620,000"
Montana,Winifred,Winifred,9S7,PU,GA,,Basic,0,0,0
Montana,Wolf Point,L M Clayton,OLF,PU,CS,,Local,"3,153",3,"1,836,843"
Nebraska,Ainsworth,Ainsworth Regional,ANW,PU,GA,,Basic,10,10,"2,040,000"
Nebraska,Albion,Albion Municipal,BVN,PU,GA,,Basic,0,10,"1,500,000"
Nebraska,Alliance,Alliance Municipal,AIA,PU,CS,,Local,"4,328",54,"7,320,000"
Nebraska,Alma,Alma Municipal,4D9,PU,GA,,Basic,0,13,"1,245,000"
Nebraska,Atkinson,Stuart-Atkinson Municipal,8V2,PU,GA,,Basic,0,11,"2,510,000"
Nebraska,Auburn,Farington Field,K01,PU,GA,,Basic,0,11,"1,305,000"
Nebraska,Aurora,Aurora Municipal - Al Potter Field,AUH,PU,GA,,Local,0,20,"1,650,000"
Nebraska,Bassett,Rock County,RBE,PU,GA,,Basic,0,11,"1,560,000"
Nebraska,Beatrice,Beatrice Municipal,BIE,PU,GA,,Local,0,29,"1,468,244"
Nebraska,Blair,Blair Exec,BTA,PU,GA,,Regional,0,65,"10,587,095"
Nebraska,Broken Bow,Broken Bow Municipal/Keith Glaze Field,BBW,PU,GA,,Local,0,21,"1,569,000"
Nebraska,Burwell,Cram Field,BUB,PU,GA,,Basic,0,14,"3,329,333"
Nebraska,Cambridge,Cambridge Municipal,CSB,PU,GA,,Local,0,17,"2,075,000"
Nebraska,Central City,Central City Municipal/Larry Reineke Field,07K,PU,GA,,Local,0,23,"600,000"
Nebraska,Chadron,Chadron Municipal,CDR,PU,GA,,Local,"2,424",12,"4,740,000"
Nebraska,Chappell,Billy G Ray Field,CNP,PU,GA,,Unclassified,0,6,0
Nebraska,Columbus,Columbus Municipal,OLU,PU,GA,,Regional,0,40,"1,416,000"
Nebraska,Cozad,Cozad Municipal,CZD,PU,GA,,Local,0,19,"1,944,778"
Nebraska,Creighton,Creighton Municipal,6K3,PU,GA,,Basic,0,10,"920,000"
Nebraska,Crete,Crete Municipal,CEK,PU,GA,,Local,0,48,"3,625,000"
Nebraska,Curtis,Curtis Municipal,47V,PU,GA,,Basic,0,2,"990,000"
Nebraska,David City,David City Municipal,93Y,PU,GA,,Basic,0,9,"850,000"
Nebraska,Fairbury,Fairbury Municipal,FBY,PU,GA,,Local,0,20,"3,285,244"
Nebraska,Fairmont,Fairmont State,FMZ,PU,GA,,Local,0,18,"3,674,340"
Nebraska,Falls City,Brenner Field,FNB,PU,GA,,Local,0,18,"944,444"
Nebraska,Fremont,Fremont Municipal,FET,PU,GA,,Local,3,36,"8,221,422"
Nebraska,Gordon,Gordon Municipal,GRN,PU,GA,,Basic,0,11,"1,722,889"
Nebraska,Grand Island,Central Nebraska Regional,GRI,PU,P,N,,"65,092",27,"16,853,250"
Nebraska,Grant,Grant Municipal,GGF,PU,GA,,Local,0,21,"3,590,383"
Nebraska,Hartington,Hartington Municipal/ Bud Becker Field,0B4,PU,GA,,Local,0,15,"1,326,000"
Nebraska,Harvard,Harvard State,08K,PU,GA,,Basic,0,11,"2,650,000"
Nebraska,Hastings,Hastings Municipal,HSI,PU,GA,,Local,0,33,"2,155,000"
Nebraska,Hebron,Hebron Municipal,HJH,PU,GA,,Basic,0,10,"1,901,984"
Nebraska,Holdrege,Brewster Field,HDE,PU,GA,,Local,0,33,"2,117,782"
Nebraska,Hyannis,Grant County,1V2,PU,GA,,Basic,0,5,"1,000,000"
Nebraska,Imperial,Imperial Municipal,IML,PU,GA,,Local,0,15,"910,000"
Nebraska,Kearney,Kearney Regional,EAR,PU,P,N,,"14,684",33,"33,693,863"
Nebraska,Kimball,Kimball Municipal/Robert E Arraj Field,IBM,PU,GA,,Basic,0,12,"5,924,313"
Nebraska,Lexington,Jim Kelly Field,LXN,PU,GA,,Local,2,23,"1,136,000"
Nebraska,Lincoln,Lincoln,LNK,PU,P,N,,"131,882",152,"79,389,003"
Nebraska,Loup City,Loup City Municipal,0F4,PU,GA,,Basic,0,11,"1,048,000"
Nebraska,McCook,McCook Ben Nelson Regional,MCK,PU,GA,,Local,"2,329",28,"1,756,112"
Nebraska,Minden,Pioneer Village Field,0V3,PU,GA,,Basic,0,13,"610,000"
Nebraska,Nebraska City,Nebraska City Municipal,AFK,PU,GA,,Basic,0,13,"1,490,850"
Nebraska,Neligh,Antelope County,4V9,PU,GA,,Local,7,16,"806,000"
Nebraska,Norfolk,Norfolk Regional/Karl Stefan Memorial Field,OFK,PU,GA,,Regional,2,47,"23,631,535"
Nebraska,North Platte,North Platte Regional/Lee Bird Field,LBF,PU,P,N,,"14,371",37,"8,221,720"
Nebraska,Ogallala,Searle Field,OGA,PU,GA,,Local,0,15,"8,686,667"
Nebraska,Omaha,Millard,MLE,PU,R,,Regional,7,129,"11,105,052"
Nebraska,Omaha,Eppley Airfield,OMA,PU,P,M,,"2,464,416",113,"130,763,713"
Nebraska,O'Neill,The O'Neill Municipal-John L Baker Field,ONL,PU,GA,,Basic,0,14,"1,645,607"
Nebraska,Ord,Evelyn Sharp Field,ODX,PU,GA,,Basic,0,14,"3,249,151"
Nebraska,Oshkosh,Garden County/King Rhiley Field,OKS,PU,GA,,Basic,0,9,"1,575,000"
Nebraska,Pawnee City,Pawnee City Municipal,50K,PU,GA,,Basic,0,12,"3,810,000"
Nebraska,Pender,Pender Municipal,0C4,PU,GA,,Local,0,15,"761,667"
Nebraska,Plattsmouth,Plattsmouth Municipal/Douglas V Duey Field,PMV,PU,GA,,Local,3,26,"3,316,132"
Nebraska,Red Cloud,Red Cloud Municipal,7V7,PU,GA,,Basic,0,10,"1,472,222"
Nebraska,Rushville,Modisett,9V5,PU,GA,,Basic,0,9,"1,157,185"
Nebraska,Sargent,Sargent Municipal,09K,PU,GA,,Unclassified,0,2,0
Nebraska,Scottsbluff,Western Nebraska Regional/William B Heilig Field,BFF,PU,P,N,,"12,052",32,"16,764,040"
Nebraska,Scribner,Scribner State,SCB,PU,GA,,Basic,0,10,"2,300,000"
Nebraska,Seward,Seward Municipal,SWT,PU,GA,,Local,0,49,"2,231,278"
Nebraska,Sidney,Sidney Municipal/Lloyd W Carr Field,SNY,PU,GA,,Local,2,24,"3,887,378"
Nebraska,Superior,Superior Municipal,12K,PU,GA,,Basic,0,12,"1,120,000"
Nebraska,Tecumseh,Tecumseh Municipal,0G3,PU,GA,,Basic,0,12,"1,075,000"
Nebraska,Tekamah,Tekamah Municipal,TQE,PU,GA,,Local,0,16,"3,721,000"
Nebraska,Thedford,Thomas County,TIF,PU,GA,,Basic,0,11,"1,492,718"
Nebraska,Valentine,Miller Field,VTN,PU,GA,,Local,12,30,"3,152,580"
Nebraska,Wahoo,Wahoo Municipal,AHQ,PU,GA,,Local,0,36,"1,701,667"
Nebraska,Wallace,Wallace Municipal,64V,PU,GA,,Basic,0,13,"766,667"
Nebraska,Wayne,Wayne Municipal/Stan Morris Field,LCG,PU,GA,,Basic,0,14,"500,000"
Nebraska,York,York Municipal,JYR,PU,GA,,Local,12,26,"7,365,410"
Nevada,Alamo,Alamo Landing Field,L92,PU,GA,,Basic,8,1,"919,335"
Nevada,Austin,Austin,TMT,PU,GA,,Basic,0,4,"660,938"
Nevada,Battle Mountain,Battle Mountain,BAM,PU,GA,,Basic,8,10,"806,667"
Nevada,Beatty,Beatty,BTY,PU,GA,,Basic,0,5,"1,353,778"
Nevada,Boulder City,Boulder City Municipal,BVU,PU,P,N,,"49,841",252,"19,557,000"
Nevada,Carson City,Carson City,CXP,PU,R,,Regional,23,417,"26,181,666"
Nevada,Elko,Elko Regional,EKO,PU,P,N,,"10,723",0,"11,184,355"
Nevada,Ely,Ely/Yelland Field,ELY,PU,GA,,Basic,3,12,"234,667"
Nevada,Eureka,Eureka,05U,PU,GA,,Basic,8,6,"1,122,605"
Nevada,Fallon,Fallon Municipal,FLX,PU,GA,,Local,0,75,"1,573,331"
Nevada,Gabbs,Gabbs,GAB,PU,GA,,Basic,0,1,"384,000"
Nevada,Hawthorne,Hawthorne Industrial,HTH,PU,GA,,Basic,0,7,"1,241,448"
Nevada,Jackpot,Jackpot/Hayden Field,06U,PU,GA,,Basic,0,0,"2,371,003"
Nevada,Jean,Jean,0L7,PU,GA,,Basic,11,11,"1,132,000"
Nevada,Las Vegas,Henderson Exec,HND,PU,R,,National,613,267,"17,595,854"
Nevada,Las Vegas,Harry Reid International,LAS,PU,P,L,,"27,896,039",188,"135,766,667"
Nevada,Las Vegas,North Las Vegas,VGT,PU,R,,National,"1,785",494,"27,162,455"
Nevada,Lovelock,Derby Field,LOL,PU,GA,,Basic,0,2,"2,800,000"
Nevada,Mesquite,Mesquite,67L,PU,GA,,Local,62,15,"1,750,000"
Nevada,Minden,Minden-Tahoe,MEV,PU,GA,,Regional,77,168,"474,667"
Nevada,Overton,Perkins Field,U08,PU,GA,,Local,0,21,"2,481,333"
Nevada,Owyhee,Owyhee,10U,NA,GA,,Basic,0,0,"1,896,667"
Nevada,Panaca,Lincoln County,1L1,PU,GA,,Basic,0,0,"560,000"
Nevada,Reno,Reno/Tahoe International,RNO,PU,P,S,,"2,251,815",160,"23,052,533"
Nevada,Reno,Reno/Stead,RTS,PU,R,,Regional,33,185,"25,742,368"
Nevada,Silver Springs,Silver Springs,SPZ,PU,GA,,Local,0,16,"2,947,688"
Nevada,Tonopah,Tonopah,TPH,PU,GA,,Basic,0,8,"1,541,650"
Nevada,Wells,Wells Municipal/Harriet Field,LWL,PU,GA,,Basic,0,5,"1,784,322"
Nevada,Winnemucca,Winnemucca Municipal,WMC,PU,GA,,Basic,6,8,"2,280,002"
Nevada,Yerington,Yerington Municipal,O43,PU,GA,,Local,0,17,"100,196"
New Hampshire,Berlin,Berlin Regional,BML,PU,GA,,Basic,0,10,"2,888,889"
New Hampshire,Claremont,Claremont Municipal,CNH,PU,GA,,Local,0,17,"5,319,999"
New Hampshire,Concord,Concord Municipal,CON,PU,GA,,Local,53,68,"9,705,556"
New Hampshire,Haverhill,Dean Memorial,5B9,PU,GA,,Basic,0,11,"6,814,443"
New Hampshire,Jaffrey,Jaffrey Airfield Silver Ranch,AFN,PR,GA,,Unclassified,0,21,0
New Hampshire,Keene,Dillant/Hopkins,EEN,PU,GA,,Regional,42,48,"13,710,467"
New Hampshire,Laconia,Laconia Municipal,LCI,PU,GA,,Regional,317,121,"17,806,978"
New Hampshire,Lebanon,Lebanon Municipal,LEB,PU,P,N,,"10,861",0,"16,817,330"
New Hampshire,Manchester,Manchester Boston Regional,MHT,PU,P,S,,"645,148",97,"71,538,108"
New Hampshire,Nashua,Boire Field,ASH,PU,R,,Regional,14,210,"11,100,000"
New Hampshire,Newport,Parlin Field,2B3,PU,GA,,Local,0,22,"806,333"
New Hampshire,Plymouth,Plymouth Municipal,1P1,PU,GA,,Unclassified,0,7,0
New Hampshire,Portsmouth,Portsmouth International at Pease,PSM,PU,P,N,,"57,438",162,"24,158,157"
New Hampshire,Rochester,Skyhaven,DAW,PU,GA,,Local,0,42,"5,258,779"
New Hampshire,Whitefield,Mount Washington Regional,HIE,PU,GA,,Local,12,21,"2,833,334"
New Jersey,Atlantic City,Atlantic City International,ACY,PU,P,N,,"437,812",28,"40,330,042"
New Jersey,Bedminster,Somerset,SMQ,PR,R,,Regional,38,91,"3,719,702"
New Jersey,Belmar,Monmouth Exec,BLM,PR,R,,Unclassified,354,32,0
New Jersey,Caldwell,Essex County,CDW,PU,R,,Regional,122,224,"7,360,000"
New Jersey,Hammonton,Hammonton Municipal,N81,PU,GA,,Local,1,30,"5,708,889"
New Jersey,Lakewood,Lakewood,N12,PU,GA,,Local,1,55,"2,606,678"
New Jersey,Lincoln Park,Lincoln Park,N07,PR,R,,Regional,0,118,"4,778,889"
New Jersey,Linden,Linden,LDJ,PU,R,,Local,7,19,0
New Jersey,Manville,Central Jersey Regional,47N,PR,R,,Unclassified,2,88,0
New Jersey,Millville,Millville Municipal,MIV,PU,GA,,Regional,24,38,"10,059,222"
New Jersey,Morristown,Morristown Municipal,MMU,PU,R,,National,"1,232",169,"39,106,626"
New Jersey,Mount Holly,South Jersey Regional,VAY,PU,R,,Local,11,77,"7,486,644"
New Jersey,Newark,Newark Liberty International,EWR,PU,P,L,,"24,575,292",2,"94,400,000"
New Jersey,Ocean City,Ocean City Municipal,26N,PU,GA,,Local,13,15,"2,791,111"
New Jersey,Readington,Solberg/Hunterdon,N51,PR,R,,Unclassified,21,52,0
New Jersey,Robbinsville,Trenton-Robbinsville,N87,PR,R,,Unclassified,0,40,0
New Jersey,Rocky Hill,Princeton*,39N,PR,R,,Local,121,31,0
New Jersey,Sussex,Sussex,FWN,PR,R,,Unclassified,10,22,0
New Jersey,Teterboro,Teterboro,TEB,PU,R,,National,"13,052",113,"16,840,889"
New Jersey,Toms River,Ocean County,MJX,PU,GA,,Regional,13,59,"5,982,444"
New Jersey,Trenton,Trenton Mercer,TTN,PU,P,N,,"326,249",149,"58,021,674"
New Jersey,West Milford,Greenwood Lake,4N1,PU,GA,,Local,0,42,"2,564,345"
New Jersey,Wildwood,Cape May County,WWD,PU,GA,,Local,25,40,"6,110,173"
New Jersey,Woodbine,Woodbine Municipal,OBI,PU,GA,,Local,2,41,"3,137,609"
New Mexico,Alamogordo,Alamogordo-White Sands Regional,ALM,PU,GA,,Regional,0,74,"11,432,956"
New Mexico,Albuquerque,Albuquerque International Sunport,ABQ,PU,P,M,,"2,605,163",166,"50,402,686"
New Mexico,Albuquerque,Double Eagle II,AEG,PU,R,,Regional,2,94,"3,700,314"
New Mexico,Angel Fire,Angel Fire,AXX,PU,GA,,Basic,2,4,"7,836,142"
New Mexico,Artesia,Artesia Municipal,ATS,PU,GA,,Regional,3,25,"5,497,797"
New Mexico,Aztec,Aztec Municipal,N19,PU,GA,,Basic,0,13,"2,965,336"
New Mexico,Belen,Belen Regional,BRG,PU,GA,,Local,0,50,"1,416,667"
New Mexico,Carlsbad,Cavern City Air Terminal,CNM,PU,CS,,Regional,"5,028",28,"2,605,015"
New Mexico,Carrizozo,Carrizozo Municipal,F37,PU,GA,,Basic,0,6,"5,600,000"
New Mexico,Clayton,Clayton Municipal Airpark,CAO,PU,GA,,Basic,0,10,"3,594,063"
New Mexico,Clovis,Clovis Regional,CVN,PU,P,N,,"13,623",67,"18,910,000"
New Mexico,Conchas Dam,Conchas Lake,E89,PU,GA,,Basic,0,1,"1,707,722"
New Mexico,Crownpoint,Crownpoint,0E8,NA,GA,,Basic,0,0,"8,444,666"
New Mexico,Deming,Deming Municipal,DMN,PU,GA,,Regional,5,15,"13,021,347"
New Mexico,Dulce,Jicarilla Apache Nation,24N,NA,GA,,Basic,0,0,"1,330,000"
New Mexico,Espanola,Ohkay Owingeh,E14,PU,GA,,Basic,0,7,"1,875,000"
New Mexico,Farmington,Four Corners Regional,FMN,PU,GA,,Regional,17,123,"17,957,823"
New Mexico,Fort Sumner,Fort Sumner Municipal,FSU,PU,GA,,Basic,0,5,"3,289,221"
New Mexico,Gallup,Gallup Municipal,GUP,PU,GA,,Local,"2,184",18,"4,249,000"
